,index,A2P,A2V,A1P,A1V,B1P,B1V,B2P,B2V,Cash,Inventory,Position,Action,Order ID,Price,Volume,Type,Direction
1913,74868,1552600,505,1552500,100,1552300,165,1552200,1020,999897704.0200002,1000669.0,{},No action,,,,,
1914,74905,1552600,600,1552500,5,1552200,200,1552100,1050,999897704.0200002,1000669.0,{},Limit Order,47419977,1552600,10,1,-1
1915,74949,1552200,600,1552100,100,1551900,64,1551800,450,999897704.0200002,1000669.0,{},Limit Order,47437009,1552100,5,1,-1
1916,74961,1552200,700,1552100,205,1551800,524,1551700,700,999897704.0200002,1000669.0,"{47437009: (1552100, 5, 100, 0.4878048780487805)}",No action,,,,,
1917,74963,1552200,700,1552100,205,1551800,475,1551700,700,999897704.0200002,1000669.0,"{47437009: (1552100, 5, 100, 0.4878048780487805)}",Limit Order,47469045,1552200,10,1,-1
1918,75055,1551800,410,1551700,100,1551500,325,1551400,700,999898480.0700002,1000664.0,{},Limit Order,47491181,1551700,5,1,-1
1919,75101,1551900,700,1551800,100,1551500,100,1551400,400,999899255.9200002,1000659.0,{},Limit Order,47512457,1551800,5,1,-1
1920,75114,1551900,600,1551800,5,1551500,100,1551400,400,999899255.9200002,1000659.0,"{47512457: (1551800, 5, 0, 0.0)}",Limit Order,47532433,1551600,100,1,1
1921,75118,1551900,600,1551800,5,1551600,100,1551500,700,999899255.9200002,1000659.0,"{47512457: (1551800, 5, 0, 0.0), 47532433: (1551600, 100, 0, 0.0)}",Cancel Order,47532433,1551600,100,3,1
1922,75169,1552100,600,1552000,100,1551800,200,1551700,500,999900031.8200002,1000654.0,{},Limit Order,47555741,1552000,5,1,-1
1923,75256,1552100,1100,1552000,1100,1551700,210,1551600,500,999900807.8200002,1000649.0,{},Limit Order,47580961,1552000,5,1,-1
1924,75261,1552100,1100,1552000,1105,1551600,100,1551500,500,999900807.8200002,1000649.0,"{47580961: (1552000, 5, 1100, 0.995475113122172)}",Limit Order,47603473,1551600,100,1,1
1925,75274,1552100,1100,1552000,5,1551600,200,1551500,500,999900807.8200002,1000649.0,"{47580961: (1552000, 5, 0, 0.0), 47603473: (1551600, 100, 100, 0.5)}",Limit Order,47618577,1551800,100,1,1
1926,75279,1552100,1000,1552000,5,1551800,200,1551700,600,999900807.8200002,1000649.0,"{47580961: (1552000, 5, 0, 0.0), 47618577: (1551800, 100, 0, 0.0)}",Cancel Order,47618577,1551800,100,3,1
1927,75325,1552600,600,1552500,500,1552100,200,1552000,700,999901583.8200002,1000644.0,{},Limit Order,47640897,1552500,5,1,-1
1928,75343,1552600,610,1552500,405,1552000,500,1551900,600,999901583.8200002,1000644.0,"{47640897: (1552500, 5, 0, 0.0)}",No action,,,,,
1929,75360,1552600,600,1552500,405,1552200,100,1552100,200,999901583.8200002,1000644.0,"{47640897: (1552500, 5, 0, 0.0)}",Limit Order,47680561,1552100,400,1,1
1930,75404,1552600,700,1552500,705,1552200,200,1552100,200,999901583.8200002,1000644.0,{},Limit Order,47694329,1552100,10,1,1
1931,75428,1552600,706,1552500,705,1552100,110,1552000,500,999901583.8200002,1000644.0,"{47694329: (1552100, 10, 0, 0.0)}",Cancel Order,47694329,1552100,10,3,1
1932,75464,1552600,600,1552500,705,1552000,510,1551900,800,999901583.8200002,1000644.0,{},No action,,,,,
1933,75482,1552600,700,1552500,705,1552100,100,1552000,500,999901583.8200002,1000644.0,{},Limit Order,47738657,1552400,900,1,-1
1934,75488,1552500,705,1552400,1300,1552100,100,1551900,800,999901583.8200002,1000644.0,"{47738657: (1552400, 900, 0, 0.0)}",Cancel Order,47738657,1552400,900,3,-1
1935,75493,1552500,705,1552400,1000,1552100,100,1552000,400,999901583.8200002,1000644.0,{},No action,,,,,
1936,75530,1552300,1100,1552200,400,1551700,600,1551600,700,999901583.8200002,1000644.0,{},Limit Order,47773321,1552200,5,1,-1
1937,75539,1552200,505,1552100,600,1551700,100,1551600,200,999901583.8200002,1000644.0,"{47773321: (1552200, 5, 400, 0.7920792079207921)}",Cancel Order,47773321,1552200,5,3,-1
1938,75631,1551900,100,1551800,900,1551400,600,1551300,600,999901583.8200002,1000644.0,{},Limit Order,47804601,1551800,5,1,-1
1939,75644,1551900,600,1551800,905,1551400,100,1551300,600,999901583.8200002,1000644.0,"{47804601: (1551800, 5, 300, 0.3314917127071823)}",Limit Order,47820797,1551900,10,1,-1
1940,75667,1551700,1100,1551600,500,1551200,600,1551100,900,999901583.8200002,1000644.0,{},Limit Order,47832861,1551600,5,1,-1
1941,75686,1551600,605,1551500,600,1551100,300,1551000,600,999901583.8200002,1000644.0,{},No action,,,,,
1942,75705,1551600,600,1551500,605,1551200,89,1551100,400,999901583.8200002,1000644.0,{},Limit Order,47868353,1551600,10,1,-1
1943,75752,1551400,600,1551300,100,1551100,200,1551000,700,999901583.8200002,1000644.0,{},Limit Order,47878085,1551300,5,1,-1
1944,75758,1551400,600,1551300,105,1551100,200,1551000,100,999901583.8200002,1000644.0,"{47878085: (1551300, 5, 100, 0.9523809523809523)}",Limit Order,47888681,1551000,400,1,1
1945,75786,1551600,500,1551500,100,1551200,200,1551100,500,999902359.4700001,1000639.0,{},Limit Order,47900297,1551500,5,1,-1
1946,75814,1551600,500,1551500,205,1551300,100,1551200,700,999902359.4700001,1000639.0,"{47900297: (1551500, 5, 100, 0.4878048780487805)}",Limit Order,47919469,1551600,10,1,-1
1947,75861,1551300,1200,1551200,500,1550900,100,1550800,519,999902359.4700001,1000639.0,{},Limit Order,47930853,1551200,5,1,-1
1948,75934,1551100,1200,1551000,100,1550900,200,1550800,100,999903135.0700002,1000634.0,{},Limit Order,47965045,1551000,5,1,-1
1949,75961,1551200,600,1551100,200,1550900,200,1550800,410,999903910.5700002,1000629.0,{},Limit Order,47983353,1551100,5,1,-1
1950,76010,1551400,500,1551300,100,1551100,300,1551000,600,999904686.1200001,1000624.0,{},Limit Order,47994653,1551300,5,1,-1
1951,76049,1551200,800,1551100,100,1550900,200,1550800,100,999904686.1200001,1000624.0,{},Limit Order,48004625,1551100,5,1,-1
1952,76106,1551500,800,1551400,100,1551200,300,1551100,1200,999905461.6700001,1000619.0,{},Limit Order,48021493,1551400,5,1,-1
1953,76139,1551600,100,1551500,110,1551400,100,1551300,100,999906237.3700001,1000614.0,{},Limit Order,48034457,1551500,5,1,-1
1954,76147,1551600,100,1551500,105,1551400,100,1551300,100,999906237.3700001,1000614.0,"{48034457: (1551500, 5, 100, 0.9523809523809523)}",Limit Order,48049169,1551400,100,1,1
1955,76148,1551600,100,1551500,105,1551400,200,1551300,100,999906237.3700001,1000614.0,"{48034457: (1551500, 5, 100, 0.9523809523809523), 48049169: (1551400, 100, 100, 0.5)}",Cancel Order,48049169,1551400,100,3,1
1956,76223,1551800,600,1551700,100,1551500,200,1551400,700,999907013.1200001,1000609.0,{},Limit Order,48062857,1551700,5,1,-1
1957,76228,1551800,10,1551700,105,1551400,700,1551300,400,999907013.1200001,1000609.0,"{48062857: (1551700, 5, 100, 0.9523809523809523)}",No action,,,,,
1958,76262,1551800,600,1551700,500,1551300,400,1551200,300,999907788.9700001,1000604.0,{},Limit Order,48088561,1551700,5,1,-1
1959,76271,1551800,700,1551700,105,1551400,100,1551300,400,999907788.9700001,1000604.0,"{48088561: (1551700, 5, 100, 0.9523809523809523)}",Limit Order,48103321,1551300,10,1,1
1960,76350,1552000,600,1551900,100,1551800,100,1551600,800,999908564.8200002,1000599.0,{},Limit Order,48131673,1551900,5,1,-1
1961,76393,1552200,800,1552100,350,1551700,600,1551600,800,999909340.7700002,1000594.0,{},Limit Order,48150977,1552100,5,1,-1
1962,76402,1552200,710,1552100,355,1551800,200,1551700,600,999909340.7700002,1000594.0,"{48150977: (1552100, 5, 350, 0.9859154929577465)}",No action,,,,,
1963,76419,1552100,855,1552000,100,1551600,600,1551500,600,999909340.7700002,1000594.0,"{48150977: (1552100, 5, 250, 0.29239766081871343)}",Cancel Order,48150977,1552100,5,3,-1
1964,76461,1551900,600,1551800,600,1551400,600,1551300,600,999909340.7700002,1000594.0,{},Limit Order,48189621,1551800,5,1,-1
1965,76492,1551900,610,1551800,105,1551400,600,1551300,700,999909340.7700002,1000594.0,"{48189621: (1551800, 5, 0, 0.0)}",No action,,,,,
1966,76503,1551900,600,1551800,205,1551400,600,1551300,710,999909340.7700002,1000594.0,"{48189621: (1551800, 5, 0, 0.0)}",Limit Order,48220729,1551900,10,1,-1
1967,76526,1551800,505,1551700,120,1551400,100,1551300,600,999909340.7700002,1000594.0,"{48189621: (1551800, 5, 0, 0.0)}",Cancel Order,48189621,1551800,5,3,-1
1968,76535,1551800,110,1551700,125,1551400,200,1551300,600,999909340.7700002,1000594.0,{},Limit Order,48250997,1551800,600,1,-1
1969,76536,1551800,710,1551700,125,1551400,200,1551300,600,999909340.7700002,1000594.0,"{48250997: (1551800, 600, 110, 0.15492957746478872)}",Cancel Order,48250997,1551800,600,3,-1
1970,76595,1551900,900,1551800,110,1551500,600,1551400,700,999909340.7700002,1000594.0,{},Limit Order,48261713,1551800,5,1,-1
1971,76603,1551900,300,1551800,105,1551500,1100,1551400,700,999909340.7700002,1000594.0,"{48261713: (1551800, 5, 100, 0.9523809523809523)}",Limit Order,48273097,1551600,100,1,1
1972,76607,1551900,700,1551800,105,1551600,100,1551500,1100,999909340.7700002,1000594.0,"{48261713: (1551800, 5, 100, 0.9523809523809523), 48273097: (1551600, 100, 0, 0.0)}",Cancel Order,48273097,1551600,100,3,1
1973,76630,1552000,300,1551900,400,1551600,500,1551500,1100,999910116.6700002,1000589.0,{},Limit Order,48287045,1551900,5,1,-1
1974,76677,1552200,700,1552100,92,1551800,100,1551700,600,999910892.6200002,1000584.0,{},Limit Order,48308913,1552100,5,1,-1
1975,76695,1552300,400,1552200,300,1551900,600,1551800,500,999911668.6700002,1000579.0,{},Limit Order,48323461,1552200,5,1,-1
1976,76724,1552500,800,1552400,600,1551900,1000,1551800,710,999912444.7700002,1000574.0,{},Limit Order,48340801,1552400,5,1,-1
1977,76748,1552300,1224,1552200,1200,1551800,105,1551700,500,999912444.7700002,1000574.0,{},Limit Order,48351513,1552200,5,1,-1
1978,76781,1552200,705,1552100,1200,1551800,100,1551700,500,999912444.7700002,1000574.0,"{48351513: (1552200, 5, 0, 0.0)}",Cancel Order,48351513,1552200,5,3,-1
1979,76796,1552200,700,1552100,5,1551700,610,1551600,800,999912444.7700002,1000574.0,{},No action,,,,,
1980,76853,1552300,700,1552200,786,1551700,500,1551600,700,999912444.7700002,1000574.0,{},Limit Order,48402585,1552200,5,1,-1
1981,76962,1551800,500,1551600,700,1551100,700,1551000,700,999912444.7700002,1000574.0,{},Limit Order,48456669,1551600,5,1,-1
1982,76982,1551600,805,1551500,700,1551100,100,1551000,600,999912444.7700002,1000574.0,"{48456669: (1551600, 5, 700, 0.8695652173913043)}",Cancel Order,48456669,1551600,5,3,-1
1983,77007,1551500,705,1551400,100,1551000,110,1550900,400,999912444.7700002,1000574.0,{},No action,,,,,
1984,77074,1551300,600,1551200,3700,1550800,700,1550700,700,999912444.7700002,1000574.0,{},Limit Order,48521225,1551200,5,1,-1
1985,77099,1551000,500,1550900,1100,1550500,350,1550400,600,999912444.7700002,1000574.0,{},Limit Order,48538441,1550900,5,1,-1
1986,77141,1550700,500,1550600,200,1550400,410,1550300,700,999912444.7700002,1000574.0,{},Limit Order,48574673,1550600,5,1,-1
1987,77157,1550700,500,1550600,205,1550400,400,1550300,710,999912444.7700002,1000574.0,"{48574673: (1550600, 5, 200, 0.975609756097561)}",No action,,,,,
1988,77258,1550500,700,1550400,100,1550100,100,1550000,2210,999912444.7700002,1000574.0,{},Limit Order,48611761,1550400,5,1,-1
1989,77264,1550500,600,1550400,205,1550100,100,1550000,2220,999912444.7700002,1000574.0,"{48611761: (1550400, 5, 100, 0.4878048780487805)}",No action,,,,,
1990,77271,1550500,600,1550400,105,1550100,39,1550000,2220,999912444.7700002,1000574.0,"{48611761: (1550400, 5, 100, 0.9523809523809523)}",No action,,,,,
1991,77377,1550100,1100,1550000,500,1549700,100,1549600,600,999912444.7700002,1000574.0,{},Limit Order,48664909,1550000,5,1,-1
1992,77399,1550000,505,1549900,300,1549600,210,1549500,732,999912444.7700002,1000574.0,"{48664909: (1550000, 5, 0, 0.0)}",Cancel Order,48664909,1550000,5,3,-1
1993,77417,1550000,500,1549900,305,1549700,300,1549600,600,999912444.7700002,1000574.0,{},Limit Order,48702797,1549600,10,1,1
1994,77424,1550000,600,1549900,402,1549600,210,1549500,732,999912444.7700002,1000574.0,"{48702797: (1549600, 10, 200, 0.9523809523809523)}",Cancel Order,48702797,1549600,10,3,1
1995,77458,1550200,400,1550100,100,1549800,500,1549700,700,999912444.7700002,1000574.0,{},Limit Order,48737685,1550100,5,1,-1
1996,77524,1550400,600,1550300,100,1550100,200,1550000,500,999912444.7700002,1000574.0,{},Limit Order,48755305,1550300,5,1,-1
1997,77596,1550300,705,1550200,100,1550000,200,1549800,400,999912444.7700002,1000574.0,{},No action,,,,,
1998,77701,1550100,700,1550000,1000,1549700,200,1549600,700,999912444.7700002,1000574.0,{},Limit Order,48801385,1550000,5,1,-1
1999,77747,1549900,700,1549800,100,1549600,110,1549500,632,999912444.7700002,1000574.0,{},Limit Order,48817765,1549800,5,1,-1
2000,77777,1549700,600,1549600,92,1549400,103,1549300,700,999912444.7700002,1000574.0,{},Limit Order,48832533,1549300,10,1,1
2001,77873,1549400,1100,1549300,500,1548900,660,1548800,500,999910895.4700003,1000584.0,{},Limit Order,48864933,1548800,10,1,1
2002,77959,1549300,600,1549200,500,1548700,380,1548600,100,999909346.6700003,1000594.0,{},Limit Order,48917853,1548600,10,1,1
2003,78010,1549500,500,1549400,1000,1549100,200,1548900,200,999909346.6700003,1000594.0,{},Limit Order,48939077,1548900,10,1,1
2004,78068,1549200,700,1549100,700,1548900,200,1548800,200,999907797.7700003,1000604.0,{},Limit Order,48959073,1548800,10,1,1
2005,78136,1549700,700,1549600,300,1549300,100,1549200,800,999907797.7700003,1000604.0,{},Limit Order,48982409,1549200,10,1,1
2006,78142,1549700,700,1549600,300,1549300,200,1549200,810,999907797.7700003,1000604.0,"{48982409: (1549200, 10, 800, 0.9876543209876543)}",No action,,,,,
2007,78143,1549700,700,1549600,300,1549300,200,1549200,210,999907797.7700003,1000604.0,"{48982409: (1549200, 10, 200, 0.9523809523809523)}",Limit Order,49013997,1549200,500,1,1
2008,78203,1549800,800,1549700,300,1549400,200,1549300,500,999907797.7700003,1000604.0,{},Limit Order,49028101,1549700,5,1,-1
2009,78216,1549800,800,1549700,5,1549400,200,1549300,710,999907797.7700003,1000604.0,"{49028101: (1549700, 5, 0, 0.0)}",No action,,,,,
2010,78251,1550000,1000,1549900,200,1549700,91,1549600,600,999908572.6200004,1000599.0,{},Limit Order,49084365,1549900,5,1,-1
2011,78279,1550100,600,1550000,300,1549800,200,1549700,591,999909347.5700004,1000594.0,{},Limit Order,49119477,1550000,5,1,-1
2012,78283,1550100,200,1550000,205,1549800,200,1549700,601,999909347.5700004,1000594.0,"{49119477: (1550000, 5, 200, 0.975609756097561)}",Limit Order,49139425,1550100,600,1,-1
2013,78306,1550100,800,1550000,5,1549700,310,1549600,800,999909347.5700004,1000594.0,"{49119477: (1550000, 5, 0, 0.0), 49139425: (1550100, 600, 200, 0.25)}",Cancel Order,49139425,1550100,600,3,-1
2014,78328,1550100,600,1550000,805,1549700,10,1549600,800,999909347.5700004,1000594.0,"{49119477: (1550000, 5, 0, 0.0)}",No action,,,,,
2015,78346,1550000,5,1549900,300,1549700,300,1549600,810,999909347.5700004,1000594.0,"{49119477: (1550000, 5, 0, 0.0)}",Cancel Order,49119477,1550000,5,3,-1
2016,78390,1550000,400,1549900,305,1549700,100,1549600,510,999909347.5700004,1000594.0,{},No action,,,,,
2017,78461,1549700,600,1549600,400,1549300,200,1549200,600,999909347.5700004,1000594.0,{},Limit Order,49209845,1549200,10,1,1
2018,78485,1549600,501,1549500,100,1549200,310,1549100,800,999909347.5700004,1000594.0,"{49209845: (1549200, 10, 100, 0.3225806451612903)}",Cancel Order,49209845,1549200,10,3,1
2019,78541,1549800,600,1549700,101,1549400,1100,1549300,600,999909347.5700004,1000594.0,{},Limit Order,49244673,1549700,5,1,-1
2020,78547,1549800,600,1549700,106,1549400,200,1549300,610,999909347.5700004,1000594.0,"{49244673: (1549700, 5, 101, 0.9528301886792453)}",Limit Order,49266365,1549400,400,1,1
2021,78550,1549800,100,1549700,106,1549400,400,1549300,610,999909347.5700004,1000594.0,"{49244673: (1549700, 5, 101, 0.9528301886792453), 49266365: (1549400, 400, 0, 0.0)}",Cancel Order,49266365,1549400,400,3,1
2022,78553,1549800,700,1549700,6,1549300,610,1549200,700,999909347.5700004,1000594.0,"{49244673: (1549700, 5, 1, 0.16666666666666666)}",No action,,,,,
2023,78582,1549900,600,1549800,200,1549500,300,1549400,1000,999910122.4200004,1000589.0,{},Limit Order,49291533,1549800,5,1,-1
2024,78610,1550000,400,1549900,500,1549600,100,1549500,400,999910897.3200004,1000584.0,{},Limit Order,49303021,1549900,5,1,-1
2025,78616,1550000,400,1549900,105,1549600,100,1549500,600,999910897.3200004,1000584.0,"{49303021: (1549900, 5, 100, 0.9523809523809523)}",Limit Order,49313421,1550000,10,1,-1
2026,78799,1549300,500,1549200,500,1548900,200,1548800,193,999913222.2700005,1000569.0,{},No action,,,,,
2027,78845,1549100,800,1549000,500,1548700,96,1548600,100,999913222.2700005,1000569.0,{},Limit Order,49431865,1548600,100,1,1
2028,78846,1549100,800,1549000,500,1548700,96,1548600,200,999913222.2700005,1000569.0,"{49431865: (1548600, 100, 100, 0.5)}",Limit Order,49432397,1548600,10,1,1
2029,78877,1549000,500,1548900,100,1548800,100,1548700,100,999913222.2700005,1000569.0,{},Limit Order,49447105,1548700,10,1,1
2030,78928,1548800,700,1548700,500,1548300,237,1548200,268,999911673.5700004,1000579.0,{},Limit Order,49465613,1548200,10,1,1
2031,78936,1548800,600,1548700,100,1548300,370,1548200,278,999911673.5700004,1000579.0,"{49465613: (1548200, 10, 268, 0.9640287769784173)}",Limit Order,49482277,1548700,600,1,-1
2032,78966,1548900,600,1548800,800,1548500,19,1548400,400,1000004595.5700004,999979.0,{},Limit Order,49503305,1548400,10,1,1
2033,78979,1548800,700,1548700,100,1548500,119,1548400,410,1000004595.5700004,999979.0,"{49503305: (1548400, 10, 400, 0.975609756097561)}",Cancel Order,49503305,1548400,10,3,1
2034,78990,1548700,900,1548600,300,1548500,119,1548400,400,1000004595.5700004,999979.0,{},Limit Order,49538405,1548500,100,1,1
2035,78993,1548700,900,1548600,300,1548500,219,1548400,400,1000004595.5700004,999979.0,"{49538405: (1548500, 100, 119, 0.54337899543379)}",Cancel Order,49538405,1548500,100,3,1
2036,78997,1548700,932,1548600,200,1548500,219,1548400,400,1000004595.5700004,999979.0,{},No action,,,,,
2037,79005,1548700,900,1548600,300,1548500,219,1548400,500,1000004595.5700004,999979.0,{},Limit Order,49559497,1548500,500,1,1
2038,79029,1548800,800,1548700,200,1548500,719,1548400,500,1000004595.5700004,999979.0,"{49559497: (1548500, 500, 219, 0.3045897079276773)}",Limit Order,49571849,1548700,5,1,-1
2039,79049,1548800,900,1548700,5,1548600,100,1548500,719,1000004595.5700004,999979.0,"{49559497: (1548500, 500, 219, 0.3045897079276773), 49571849: (1548700, 5, 0, 0.0)}",Limit Order,49584245,1548500,10,1,1
2040,79212,1548300,600,1548200,600,1547900,33,1547800,520,999925622.0700004,1000489.0,{},Limit Order,49601225,1547800,10,1,1
2041,79253,1548400,600,1548300,710,1548100,200,1547900,100,999925622.0700004,1000489.0,{},Limit Order,49619145,1547900,10,1,1
2042,79282,1548300,700,1548200,110,1548000,100,1547900,110,999925622.0700004,1000489.0,"{49619145: (1547900, 10, 100, 0.9090909090909091)}",Market Order,49629769,1548000,100,4,1
2043,79304,1548400,600,1548300,90,1548100,100,1548000,1240,999941102.0700004,1000389.0,{},Limit Order,49657809,1548000,10,1,1
2044,79311,1548600,700,1548500,505,1548100,100,1548000,1250,999941102.0700004,1000389.0,"{49657809: (1548000, 10, 1240, 0.992)}",Limit Order,49687461,1548400,900,1,-1
2045,79331,1548500,605,1548400,1100,1548100,100,1548000,1250,999941102.0700004,1000389.0,"{49657809: (1548000, 10, 1240, 0.992), 49687461: (1548400, 900, 0, 0.0)}",Cancel Order,49657809,1548000,10,3,1
2046,79381,1548300,1100,1548200,500,1547800,100,1547700,200,999941102.0700004,1000389.0,{},Limit Order,49714489,1548300,10,1,-1
